NAME,Type,District,Management,Long,Lat
Lung Chueng Road Bauhinia Garden,Garden and Sitting-out Area,Wong Tai Sin,Leisure and Cultural Services Department,114.185,22.3425
Morse Park,Park,Wong Tai Sin,Leisure and Cultural Services Department,114.191,22.3388
Hammer Hill Park,Park,Wong Tai Sin,Leisure and Cultural Services Department,114.206,22.3397
Ngau Chi Wan Park,Park,Wong Tai Sin,Leisure and Cultural Services Department,114.214,22.337
Lion Rock Park,Park,Wong Tai Sin,Leisure and Cultural Services Department,114.183,22.3447
Fung Tak Park,Park,Wong Tai Sin,Leisure and Cultural Services Department,114.198,22.3426
Wong Tai Sin Culture Park,Park,Wong Tai Sin,Leisure and Cultural Services Department,114.193,22.3377
Yan Oi Street Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.195,22.3348
Shung Ling Street Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.196,22.3355
Choi Hung Road Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.197,22.3381
Tsz Wan Shan Estate Central Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.201,22.3495
Tsz Wan Shan Estate Service Reservoir Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.206,22.3478
Kai Tak East Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.2,22.336
Lok Fu Recreation Ground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.188,22.3368
Lok Wah Street Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.205,22.3481
Ngau Chi Wan Market Roof Top Children's Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.209,22.3347
Muk Lun Street Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.196,22.3413
Yin Hing Street Recreation Ground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.195,22.3355
Ma Chai Hang Recreation Ground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.189,22.3443
Wong Tai Sin Service Reservoir Playground,Playground,Wong Tai Sin,Leisure and Cultural Services Department,114.197,22.3483
Choi Hung Road Badminton Centre,Sports Centre,Wong Tai Sin,Leisure and Cultural Services Department,114.197,22.3376
Choi Hung Road Sports Centre,Sports Centre,Wong Tai Sin,Leisure and Cultural Services Department,114.196,22.3371
Morse Park Sports Centre,Sports Centre,Wong Tai Sin,Leisure and Cultural Services Department,114.19,22.3383
Kai Tak East Sports Centre,Sports Centre,Wong Tai Sin,Leisure and Cultural Services Department,114.201,22.336
Ngau Chi Wan Sports Centre,Sports Centre,Wong Tai Sin,Leisure and Cultural Services Department,114.21,22.3346
Chuk Yuen Sports Centre,Sports Centre,Wong Tai Sin,Leisure and Cultural Services Department,114.194,22.3455
Po Kong Village Road Sports Centre,Sports Centre,Wong Tai Sin,Leisure and Cultural Services Department,114.202,22.3455
Hammer Hill Road Sports Ground,Sports Ground,Wong Tai Sin,Leisure and Cultural Services Department,114.207,22.3383
Wong Tai Sin Square,Square,Wong Tai Sin,Leisure and Cultural Services Department,114.194,22.342
Man Cheong Street Community Garden,Community Garden,Yau Tsim Mong,Leisure and Cultural Services Department,114.167,22.3084
Shanghai Street/Shantung Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.169,22.3169
Shanghai Street/Dundas Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.169,22.3147
Kowloon Park Drive Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.297
King's Park Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.173,22.3111
King's Park Rise Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.175,22.3114
Princess Margaret Road Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.178,22.3063
Gascoigne Road/Nathan Road Rest Garden (Stage I),Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.172,22.3089
Peking Road Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.2959
Hamilton Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.3143
Yuen Po Street Bird Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.174,22.326
Thistle Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.167,22.3174
Ivy Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.163,22.3216
Tong Mi Road/Tung Chau Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.165,22.3226
Tong Mi Road Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.166,22.3185
Tai Kok Tsui Road/Maple Street Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.162,22.3232
Tai Kok Tsui Road/Larch Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.162,22.3235
Prince Edward Road/Nullah Road Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.324
Ning Po Street/Shanghai Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.307
Shantung Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3175
Urban Council Centenary Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.178,22.2996
Hong Tat Path Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.179,22.3012
Temple Street/Kansu Street Temporary Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.3088
Canton Road/Nelson Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3178
Canton Road/Dundas Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3154
Canton Road/Soy Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3165
Nathan Road/Boundary Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3262
Man Cheong Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.165,22.3079
Man Ming Lane Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.3116
Reclamation Street/Nelson Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3178
Reclamation Street/Soy Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.169,22.3156
Reclamation Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.169,22.3146
Wong Tai Street/Ivy Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.16,22.3213
Wong Tai Street/Tai Tsun Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.16,22.3221
Mong Kok Civic Triangle,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3228
Astor Plaza Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.172,22.3082
Tung On Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.167,22.3144
Austin Road Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.176,22.3033
Art Square at Salisbury Garden,Garden and Sitting-out Area,Yau Tsim Mong,Hong Kong Museum of Art & New World,114.173,22.2941
Salisbury Road Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.177,22.2974
Beech Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.163,22.3191
Cherry Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.166,22.319
Cherry Street Amenity Spot,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.162,22.319
Nullah Road Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.169,22.3232
Yau Ma Tei Community Centre Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.3099
Yau Ma Tei Service Reservoir Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.173,22.3123
Sai Yee Street Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.172,22.3173
Hoi Fai Road Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.156,22.3169
Battery Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.169,22.3075
Boundary Street Amenity Plot,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.172,22.3265
Dundas Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.3151
Public Square Street/Kansu Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3096
Public Square Street/Cliff Road Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.172,22.3103
Public Square Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.31
Portland Street/Man Ming Lane Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.312
Portland Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.3135
Portland Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.3158
Waterloo Road/Canton Road Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.169,22.3129
Waterloo Road/Wylie Road Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.174,22.316
Chui Yu Road Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.159,22.3245
Luen Wan Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.172,22.3211
Lai Chi Kok/Tai Nan Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.165,22.325
Lai Chi Kok Road/Canton Road Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.166,22.3239
Signal Hill Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.175,22.2961
Sycamore Street Rest Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.163,22.3261
Cheung Sha Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.3161
Arran Street Sitting-out Area,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.167,22.3229
Mody Road Garden,Garden and Sitting-out Area,Yau Tsim Mong,Leisure and Cultural Services Department,114.179,22.2987
"Metro Harbour View 1/F, 2/F and
 Podium",Garden and Sitting-out Area,Yau Tsim Mong,Private Owner,114.16,22.324
"HSBC Centre upper ground
 level",Garden and Sitting-out Area,Yau Tsim Mong,Private Owner,114.16,22.319
"Prosperous Garden ground level and
 deck level",Garden and Sitting-out Area,Yau Tsim Mong,Private Owner,114.17,22.31
K11 ground level,Garden and Sitting-out Area,Yau Tsim Mong,Private Owner,114.17,22.297
Olympian City 1 ground level,Garden and Sitting-out Area,Yau Tsim Mong,Private Owner,114.16,22.319
Olympian City Two podium level,Garden and Sitting-out Area,Yau Tsim Mong,Private Owner,114.16,22.317
Kowloon Station podium level,Garden and Sitting-out Area,Yau Tsim Mong,Private Owner,114.16,22.304
"King George V Memorial Park, Kowloon",Park,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.305
Kowloon Park,Park,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.3004
Lok Kwan Street Park,Park,Yau Tsim Mong,Leisure and Cultural Services Department,114.16,22.3237
Cherry Street Park,Park,Yau Tsim Mong,Leisure and Cultural Services Department,114.166,22.3128
Yau Tsim Mong Pet Garden,Pet Garden,Yau Tsim Mong,Leisure and Cultural Services Department,114.167,22.3087
Quarry Bay Promenade,Pet Garden,Yau Tsim Mong,Leisure and Cultural Services Department,114.22,22.29
Shanghai Street/Market Street Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.17,22.3093
Middle Road Children's Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.174,22.2955
Kowloon Park Drive Children's Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.169,22.2986
King's Park Recreation Ground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.174,22.3106
Tong Mi Road Children's Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.166,22.3231
Canton Road Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3011
Tak Cheong Street Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3152
Mong Kok Market Children's Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.167,22.3186
Mong Kok Road Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.167,22.3209
Anchor Street Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.165,22.3196
Sai Yee Street Children's Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.3252
Ferry Street Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.167,22.3138
Boundary Street Recreation Ground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.326
Saigon Street Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3081
Cox's Road Children's Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.174,22.3042
Sycamore Street Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.162,22.3259
Sycamore Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.163,22.3246
Arthur Street Temporary Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.3104
Macpherson Playground,Playground,Yau Tsim Mong,Leisure and Cultural Services Department,114.172,22.3184
Tai Kok Tsui Sports Centre,Sports Centre,Yau Tsim Mong,Leisure and Cultural Services Department,114.163,22.322
Kwun Chung Sports Centre,Sports Centre,Yau Tsim Mong,Leisure and Cultural Services Department,114.168,22.3045
Boundary Street Sports Centre No. 1,Sports Centre,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.3256
Boundary Street Sports Centre No. 2,Sports Centre,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.3261
Fa Yuen Street Sports Centre,Sports Centre,Yau Tsim Mong,Leisure and Cultural Services Department,114.171,22.3208
King's Park Hockey Ground,Sports Ground,Yau Tsim Mong,Leisure and Cultural Services Department,114.177,22.307
Star Ferry Concourse Fountain,Square,Yau Tsim Mong,Leisure and Cultural Services Department,114.169,22.2939
Tsim Sha Tsui East Waterfront Podium Garden,Waterfront,Yau Tsim Mong,Leisure and Cultural Services Department,114.176,22.2964
Tsim Sha Tsui Promenade/Avenue of Stars,Waterfront,Yau Tsim Mong,Leisure and Cultural Services Department,114.178,22.2968
West Kowloon Waterfront Promenade,Waterfront,Yau Tsim Mong,West Kowloon Cultural District Authority,114.155,22.299
Quarry Bay Promenade,Waterfront,Yau Tsim Mong,Leisure and Cultural Services Department,114.22,22.29
Ha Wan Tsuen Basketball Court,Basketball Court,Yuen Long,Leisure and Cultural Services Department,114.074,22.5158
Mong Tseng Wai Basketball Court,Basketball Court,Yuen Long,Leisure and Cultural Services Department,114.003,22.4772
Sheung Tsuen Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.103,22.4316
Ha Wan Tsuen Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.074,22.5143
Tan Kwai Tsuen Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,113.998,22.4324
Pat Heung Temple Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.101,22.4327
Kat Hing Wai Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.063,22.4399
Tong Yan San Tsuen Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.011,22.4366
Hang Mei Tsuen Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.01,22.4441
Tai Pei Tau Rest Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.025,22.4437
Tin Tze Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.008,22.4523
Wang Yip Street South Rest Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.028,22.4483
Po Yip Street Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.03,22.4481
Ping Ha Road Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,113.994,22.4509
Ping Wui Street Rest Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.023,22.4467
Shan Pui Chung Hau Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.031,22.454
Keung Yip Street Rest Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.03,22.4487
San Sang Tsuen Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,113.99,22.441
Tung Tai Street Rest Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.03,22.4466
Shui Mun Tau Rest Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.031,22.4457
Wing Ping Tsuen Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.076,22.5003
Wing Hing Wai Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.096,22.431
Sha Chau Lei Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,113.996,22.4448
Shui Wu Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.001,22.4538
Fu Pui Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.013,22.4417
Kam Sheung Road Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.062,22.4398
Fung Yau Street North Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.034,22.4437
Fung Kwan Street Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.034,22.4424
Fung Cheung Road Garden,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.033,22.4444
Fung Heung Street Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.033,22.4421
Lynwood Sitting-out Area,Garden and Sitting-out Area,Yuen Long,Leisure and Cultural Services Department,114.005,22.4593
Sheung Tsuen Park,Park,Yuen Long,Leisure and Cultural Services Department,114.102,22.4318
Yuen Long Park,Park,Yuen Long,Leisure and Cultural Services Department,114.019,22.4418
Tin Pak Road Park,Park,Yuen Long,Leisure and Cultural Services Department,114.008,22.4574
Tin Shui Wai Park,Park,Yuen Long,Leisure and Cultural Services Department,114.004,22.4553
Tin Shui Road Park,Park,Yuen Long,Leisure and Cultural Services Department,113.999,22.4527
Tin Sau Road Park,Park,Yuen Long,Leisure and Cultural Services Department,114.002,22.466
Ping Shan Lane Park,Park,Yuen Long,Leisure and Cultural Services Department,114.012,22.4421
Ping Pak Lane Park,Park,Yuen Long,Leisure and Cultural Services Department,114.006,22.4404
Dragon Park,Park,Yuen Long,Leisure and Cultural Services Department,114.006,22.46
Town Park North Children's Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.019,22.4438
Sheung Pak Nai Playground,Playground,Yuen Long,Leisure and Cultural Services Department,113.961,22.4485
Chun Yin Square Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.024,22.4469
Yuen Kong Tsuen Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.077,22.425
Yuen Long Children's Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.027,22.4438
Tong Yan San Tsuen Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.01,22.4414
Hang Tau Tsuen Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.011,22.447
Tai Sang Wai Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.044,22.4707
Tin Ho Road Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114,22.4496
On Hing Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.024,22.4422
Town Park North Children's Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.019,22.4438
Town Park South Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.018,22.4396
Kin Tak Street Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.031,22.4415
Kin Yip Street Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.032,22.4428
Tak Yip Street Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.032,22.4511
Tung Chan Wai Children's Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.076,22.5015
Tung Tau Wai Children's Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.029,22.4539
Tung Tau Industrial Area Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.031,22.4496
Wang Toi Shan Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.095,22.4414
Shui Mei Village Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.061,22.448
Shui Che Kwun Street Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.031,22.4452
Shui Pin Tsuen Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.022,22.444
Ho Pui Tsuen Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.067,22.4135
Lau Fau Shan Playground,Playground,Yuen Long,Leisure and Cultural Services Department,113.983,22.4671
Pau Cheung Square Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.03,22.4454
Shek Po Tsuen Playground,Playground,Yuen Long,Leisure and Cultural Services Department,113.997,22.4415
Chuk Hang Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.097,22.4483
Wah Shing Tsuen Children's Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.056,22.4602
Sai Ching Street Children's Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.027,22.4424
Kam Tin Shi Children's Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.061,22.4407
Kam Tin Po Tei Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.067,22.4392
Sik Kong Tsuen Playground,Playground,Yuen Long,Leisure and Cultural Services Department,113.993,22.4498
Chung Sing Path Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.026,22.4435
Tsing Lung Tsuen Playground,Playground,Yuen Long,Leisure and Cultural Services Department,114.074,22.4967
Kik Yeung Road 5-a-side Football Pitch,Soccer Pitch,Yuen Long,Leisure and Cultural Services Department,114.025,22.4453
San Tin Soccer Pitch,Soccer Pitch,Yuen Long,Leisure and Cultural Services Department,114.066,22.4916
Yuen Long Stadium,Sports Centre,Yuen Long,Leisure and Cultural Services Department,114.021,22.4428
Tin Shui Wai Sports Centre,Sports Centre,Yuen Long,Leisure and Cultural Services Department,114.006,22.455
Tin Shui Sports Centre,Sports Centre,Yuen Long,Leisure and Cultural Services Department,113.998,22.4547
Long Ping Sports Centre,Sports Centre,Yuen Long,Leisure and Cultural Services Department,114.023,22.4503
Fung Kam Street Sports Centre,Sports Centre,Yuen Long,Leisure and Cultural Services Department,114.033,22.4431
Yuen Long Jockey Club Squash Courts,Sports Ground,Yuen Long,Leisure and Cultural Services Department,114.03,22.4409
Tai Kiu Market Squash courts,Sports Ground,Yuen Long,Leisure and Cultural Services Department,114.027,22.4452
Tin Shui Wai Sports Ground,Sports Ground,Yuen Long,Leisure and Cultural Services Department,114.005,22.4548
Sir Denys Roberts Squash Courts,Sports Ground,Yuen Long,Leisure and Cultural Services Department,114.023,22.4469
Sai Ching Street Tennis Courts,Sports Ground,Yuen Long,Leisure and Cultural Services Department,114.027,22.4417
Yuen Long Jockey Club Town Square,Square,Yuen Long,Leisure and Cultural Services Department,114.031,22.4433
Ginza Square,Square,Yuen Long,Leisure and Cultural Services Department,114.003,22.4578
Wah Lam Path Sitting-out Area,Garden and Sitting-out Area,Southern,Leisure and Cultural Services Department,114.139,22.2521
Waterfall Bay Park,Park,Southern,Leisure and Cultural Services Department,114.135,22.25
Wong Chuk Hang Recreation Ground,Playground,Southern,Leisure and Cultural Services Department,114.17,22.2495
Wong Chuk Hang Road Garden,Garden and Sitting-out Area,Southern,Leisure and Cultural Services Department,114.176,22.2491
Wong Chuk Hang Service Reservoir Rest Garden,Garden and Sitting-out Area,Southern,Leisure and Cultural Services Department,114.167,22.2438
Wong Chuk Hang Sports Centre,Sports Centre,Southern,Leisure and Cultural Services Department,114.173,22.2496
Wong Ma Kok Road Playground,Playground,Southern,Leisure and Cultural Services Department,114.213,22.2174
Wong Ma Kok Road Temporary Sitting-out Area,Garden and Sitting-out Area,Southern,Leisure and Cultural Services Department,114.213,22.2181
Wong Nai Chung Reservoir Park,Park,Southern,Leisure and Cultural Services Department,114.194,22.2569
Yip Kan Street Sitting-out Area,Garden and Sitting-out Area,Southern,Leisure and Cultural Services Department,114.166,22.2491
Yue Kwong Road Sports Centre,Sports Centre,Southern,Leisure and Cultural Services Department,114.157,22.2503
Yuk Kwai Shan Service Reservoir Sitting-out Area,Garden and Sitting-out Area,Southern,Leisure and Cultural Services Department,114.15,22.2407
Hung Shing Yeh Beach,Beach,Island,Leisure and Cultural Services Department,,
Lo So Shing Beach,Beach,Island,Leisure and Cultural Services Department,,
Kwun Yam Beach,Beach,Island,Leisure and Cultural Services Department,,
Cheung Chau Tung Wan Beach,Beach,Island,Leisure and Cultural Services Department,,
Silver Mine Bay Beach,Beach,Island,Leisure and Cultural Services Department,,
Pui O Beach,Beach,Island,Leisure and Cultural Services Department,,
Lower Cheung Sha Beach,Beach,Island,Leisure and Cultural Services Department,,
Upper Cheung Sha Beach,Beach,Island,Leisure and Cultural Services Department,,
Tong Fuk Beach,Beach,Island,Leisure and Cultural Services Department,,
Butterfly Beach,Beach,Tuen Mun,Leisure and Cultural Services Department,,
Castle Peak Beach,Beach,Tuen Mun,Leisure and Cultural Services Department,,
Kadoorie Beach,Beach,Tuen Mun,Leisure and Cultural Services Department,,
Cafeteria Old Beach,Beach,Tuen Mun,Leisure and Cultural Services Department,,
Cafeteria New Beach,Beach,Tuen Mun,Leisure and Cultural Services Department,,
Golden Beach,Beach,Tuen Mun,Leisure and Cultural Services Department,,
Anglers' Beach,Beach,Tsuen Wan,Leisure and Cultural Services Department,,
Gemini Beaches,Beach,Tsuen Wan,Leisure and Cultural Services Department,,
Hoi Mei Wan Beach,Beach,Tsuen Wan,Leisure and Cultural Services Department,,
